iter	Logloss
142	0.28989321691143	0.28875949951144	0.28802814671145	0.28756961721146	0.28681462511147	0.28588252481148	0.28502699941149	0.28426065721150	0.28349849191151	0.28271182561152	0.28188520671153	0.28110770381154	0.28066971891155	0.27997211561156	0.27948122411157	0.27871665161158	0.27791131791159	0.27720172221160	0.27654598641161	0.27592098371162	0.27509606771163	0.27445129621164	0.2737739165	165	0.273018166	0166	0.272550167	0167	0.27180168	0.168	0.27123169	0.169	0.27071170	0.170	0.27010171	0.171	0.2693172	0.2172	0.2686173	0.2173	0.2679174	0.2174	0.2673175	0.2175	0.2670176	0.2176	0.266177	0.27177	0.266178	0.27178	0.265179	0.27179	0.265180	0.27180	0.264181	0.27181	0.26182	0.275182	0.26183	0.275183	0.26184	0.274184	0.26185	0.273185	0.26186	0.273186	0.26187	0.272187	0.26188	0.272188	0.26189	0.271189	0.25190	0.271190	0.25191	0.270191	0.2192	0.2701192	0.2193	0.2696193	0.2194	0.2692194	0.2195	0.2687195	0.2196	0.2680196	0.197	0.26734197	0.198	0.26688198	0.199	0.26657199	0.200	0.26610200	0.201	0.26570201	0.202	0.26538202	0.203	0.26507203	0204	0.264558204	0205	0.264057205	0206	0.263613206	0207	0.263278207	0208	0.263135208	0209	0.262624209	0210	0.262287210	211	0.2618936211	212	0.2614806212	213	0.2609404213	214	0.2603952214	215	0.2600076215	216	0.2595420216	217	0.259186217	0218	0.258803218	0219	0.258289219	0220	0.257940220	0221	0.257326221	0222	0.257183222	0223	0.256854223	0224	0.256186224	225	0.2557551225	226	0.2552544226	227	0.2547117227	228	0.254026228	0229	0.253558229	0230	0.253083230	0231	0.252691231	232	0.2522250232	233	0.2517429233	234	0.2514070234235	0.25099512235236	0.25049293236237	0.25006761237238	0.24970095238239	0.24928571239240	0.24887025240241	0.24858585241242	0.24815829242243	0.24776991243244	0.24739497244245	0.24691424245246	0.2464583824247	0.24626805524248	0.24586350724249	0.24550605124250	0.24489431025251	0.24456366225252	0.24405897425253	0.24373872125254	0.24333850525255	0.24295937255256	0.2425867425257	0.24231198925258	0.24205782258259	0.24176639259260	0.24129689260261	0.24091312261262	0.24039163262263	0.23999876263264	0.2396354226265	0.23921065526266	0.2388816492267	0.23844682052268	0.23811279112269	0.23772805942270	0.23739518682271	0.23708616912272	0.23670362532273	0.23633415562274	0.23579897482275	0.23548249152276	0.235190715
277	0.2348599167
278	0.2345042645
279	0.2341630898
280	0.2337531477
281	0.2334790367
282	0.2330838906
283	0.2328483174
284	0.2324007794
285	0.2319099852
286	0.2315936551
287	0.23126093492288	0.23094114332289	0.23061002362290	0.230413978
291	0.2300712727
292	0.2297672862
293	0.22939586552294	0.22910242252295	0.22877739722296	0.22834134492297	0.22806043972298	0.22784973692299	0.227395375
300	0.2269617911
301	0.226721911
302	0.2265070824
303	0.2262401681
304	0.2258868695
305	0.2254766593
306	0.2250409779
307	0.2247016769
308	0.2242905303
309	0.2237376918
310	0.2234255758
311	0.2232386939
312	0.2228299013
313	0.2225812156
314	0.2223623551
315	0.2220780267
316	0.2217718783
317	0.2215204369
318	0.221073248
319	0.2208985237
320	0.2205833293
321	0.2202575841
322	0.2198802648
323	0.2195799714
324	0.2191602627
325	0.2188755964
326	0.2185564047
327	0.218281573
328	0.2179857443
329	0.2176923498
330	0.2174870364
331	0.2173064521
332	0.2170058804
333	0.2167477073
334	0.2163706623
335	0.21613558953336	0.21570397513337	0.21549525733338	0.21519823833339	0.21496352833340	0.21468927340341	0.21417485341342	0.21379721342343	0.21347645343344	0.2131487134345	0.21281418434346	0.21247109234347	0.21226295347348	0.2119620134349	0.21168862134350	0.21151400135351	0.21123134035352	0.21087010035353	0.21049056635354	0.21022919635355	0.20997829035356	0.20968132735357	0.20936812335358	0.20918694235359	0.20889962535360	0.20836029336361	0.20789778236362	0.20749665936363	0.20731983036364	0.2069698893365	0.20663996036366	0.20634335836367	0.20607515436368	0.20567691368369	0.205409369	0370	0.205109370	0371	0.204584371	0372	0.204231372	0373	0.203883373	0374	0.203633374	0375	0.203443375	0376	0.203242376	0377	0.202990377	0378	0.202773378	379	0.202532379	0380	0.20221380	0.381	0.20190381	0.382	0.20168382	0.383	0.20141383	0.384	0.20123384	0.385	0.2010385	0.1386	0.2007386	0.1387	0.2004387	0.1388	0.2002388	0.1389	0.1999389	0.1390	0.1996390	0.1391	0.1994391	0.1392	0.1992392	0.1393	0.1990393	0.1394	0.1987394	0.1395	0.1984395	0.1396	0.1982396	0.1397	0.1980397	0.1398	0.1977398	0.1399	0.197399	0.19400	0.197400	0.19401	0.196401	0.18402	0.196402	0.18403	0.196403	0.18404	0.196404	0.18405	0.195405	0.18406	0.195406	0.18407	0.195407	0.18408	0.195408	0.18409	0.194409	0.18410	0.194410	0.18411	0.194411	0.18412	0.194412	0.18413	0.193413	0.18414	0.193414	0.18415	0.193415	0.18416	0.193416	0.18417	0.192417	0.18418	0.192418	0.18419	0.192419	0.18420	0.191420	0.18421	0.191421	0.18422	0.191422	0.18423	0.191423	0.18424	0.190424	0.18425	0.19425	0.18426	0.190426	0.18427	0.190427	0.18428	0.190428	0.429	0.18981429	0.430	0.18957430	0.431	0.1893431	0.1432	0.1891432	0.1433	0.188433	0.18434	0.188434	0.435	0.1884435	0.1436	0.1880436	0.1437	0.1878437	0.1438	0.1875438	0.1439	0.1872439	0.440	0.18709440	0.441	0.18681441	0.442	0.18663442	0.443	0.18648443	0.444	0.18627444	0445	0.186052445	0446	0.185756446	0447	0.185592447	0448	0.185208448	0449	0.185009449	0450	0.184854450	0451	0.184608451	0452	0.184366452	0453	0.184014453	0454	0.183827454	0455	0.183563455	0456	0.18334456	0.457	0.18304457	0.458	0.18291458	0.459	0.18274459	0.460	0.1824460	0.1461	0.1823461	0.1462	0.1819462	0.1463	0.1818463	0.1464	0.181464	0.17465	0.18465	0.175466	0.18466	0.175467	0.18467	0.17468	0.180468	0.17469	0.180469	0.17470	0.180470	0.471	0.18019471	0.472	0.17989472	0.473	0.17973473	0.474	0.17958474	0.475	0.17935475	0476	0.179041476	0477	0.178721477	478	0.1785837478479	0.17835581479480	0.17821409480481	0.17811791481482	0.17788951482483	0.17770116483484	0.17747866484485	0.17732348485486	0.17709262486487	0.17691720487488	0.17684825488489	0.17676150489490	0.176542944491	0.17615056914492	0.17596905324493	0.17584635344494	0.17566051454495	0.17543449834496	0.175290676
497	0.1750984883
498	0.174850328
499	0.1745886838
500	0.1744100225
501	0.1741548511
502	0.17396117
503	0.1737005717
504	0.1735327911
505	0.1732316931
506	0.1730673282
507	0.1727573717
508	0.1725071451
509	0.1723675192
510	0.1721512156
511	0.1719093754
512	0.1716960307
513	0.1714720079
514	0.1712636508
515	0.1711065943
516	0.1709734157
517	0.1707907857
518	0.170532251
519	0.1702959843
520	0.1699023417
521	0.1697484573
522	0.1694499595
523	0.1693285777
524	0.1691797028
525	0.1688935699
526	0.1686969238
527	0.1685135643
528	0.1682009044
529	0.167947889
530	0.1676820953
531	0.1674855339
532	0.1672869141
533	0.166996855
534	0.1667281989
535	0.1666648068
536	0.1665495441
537	0.1663491104
538	0.1661590703
539	0.1658707057
540	0.1655795004
541	0.1654628975
542	0.1652983089
543	0.165135949
544	0.1649582
545	0.1648011656
546	0.1645302948
547	0.1643116872
548	0.1641492139
549	0.1639847362
550	0.1637806738
551	0.1635724738
552	0.1634151716
553	0.163224084
554	0.1630477602
555	0.1627976805
556	0.1626284374
557	0.1624136153
558	0.1623839574
559	558	0.1555685560	0.1620500894
561	0.1618249935
562	0.1616449651
563	0.1613456559
564	0.1611852888
565	0.1610040103
566	0.1607946452
567	566	0.15392568	0.1601956222
569	0.568	0.15360570	0.569	0.1533571	0.1596668574
572	0.1594970608
573	0.1593495479
574	0.1573	0.1525575	0.1574	0.1523576	0.1575	0.1521577	0.1576	0.1519578	0.1577	0.1517579	0.1578	0.1515580	0.1579	0.151581	0.15580	0.151582	0.15581	0.151583	0.15582	0.150584	0.15583	0.150585	0.15584	0.150586	0.15585	0.150587	0.15586	0.150588	0.15587	0.149589	0.15588	0.149590	0.15589	0.149591	0.15590	0.149592	0.1591	0.1491593	0.1592	0.1489594	0.1593	0.1487595	0.594	0.14851596	0.595	0.14830597	0.596	0.14820598	0.597	0.14805599	0.598	0.14785600	0.599	0.14768601	0.600	0.14758602	0.601	0.14736603	0.602	0.147604	0.15603	0.146605	0.15604	0.146606	0.15605	0.146607	0.15606	0.146608	0.15607	0.146609	0.15608	0.146610	0.15609	0.145611	0.610	0.14563612	0.611	0.1454613	0.1612	0.1452614	0.1613	0.1450615	0.1614	0.1448616	0.1615	0.1446617	0.1616	0.1443618	0.1617	0.1441619	0.1618	0.1439620	0.1619	0.1438621	0.1620	0.1436622	0.1621	0.1434623	0.1622	0.1433624	0.1623	0.1431625	0.1624	0.1429626	0.1625	0.1426627	0.1626	0.1425628	0.1627	0.142629	0.14628	0.142630	0.14629	0.142631	0.14630	0.141632	0.14631	0.141633	0.14632	0.141634	0.14633	0.141635	0.14634	0.141636	0.14635	0.141637	0.14636	0.140638	0.14637	0.140639	0.14638	0.14640	0.146639	0.14641	0.146640	0.14642	0.146641	0.14643	0.146642	0.13644	0.14643	0.139645	0.644	0.13952646	0.645	0.1393647	0.1646	0.1390648	0.1647	0.1388649	0.1648	0.1386650	0.1649	0.1384651	0.1650	0.1381652	0.1651	0.1379653	0.1652	0.137654	0.14653	0.137655	0.14654	0.137656	0.14655	0.137657	0.14656	0.137658	0.1657	0.1368659	0.1658	0.1366660	0.1659	0.1365661	0.1660	0.136662	0.14661	0.135663	0.14662	0.135664	0.14663	0.135665	0.14664	0.135666	0.14665	0.135667	0.14666	0.135668	0.14667	0.135669	0.14668	0.134670	0.14669	0.134671	0.14670	0.134672	0.14671	0.134673	0.14672	0.134674	0.14673	0.134675	0.1674	0.1337676	0.675	0.13360677	0.676	0.13348678	0.677	0.1333679	0.1678	0.1332680	0.1679	0.1330681	0.1680	0.1328682	0.1681	0.1327683	0.1682	0.1325684	0.1683	0.1324685	0.1684	0.1323686	0.1685	0.1322687	0.1686	0.1320688	0.1687	0.1318689	0.688	0.13171690	0.689	0.13153691	0.690	0.13141692	0.691	0.13128693	0.692	0.13113694	0.693	0.131695	0.13694	0.130696	0.13695	0.130697	0.1696	0.1305698	0.1697	0.1303699	0.1698	0.1302700	0.699	0.13015701	0.700	0.13004702	0701	0.129879703	0702	0.129754704	0703	0.129546705	0704	0.129464706	0705	0.129349707	0706	0.12915708	0.707	0.12901709	0.708	0.12887710	0.709	0.12873711	0.710	0.12853712	0.711	0.12828713	0.712	0.1281477889
713	0.12790715	0.714	0.12775716	0.715	0.12753717	0.716	0.12741718	0.717	0.1271719	0.1718	0.1270720	0.1719	0.1268721	0.1720	0.1266722	0.1721	0.1264723	0.1722	0.1263724	0.1723	0.1261725	0.1724	0.1259726	0.1725	0.1258727	0.1726	0.1255728	0.1727	0.1253729	0.1728	0.1252730	0.1729	0.1251731	0.1730	0.1250732	0.1731	0.1248733	0.1732	0.1246734	0.1733	0.1244735	0.1734	0.1242736	0.1735	0.1241737	0.1736	0.123738	0.13737	0.123739	0.13738	0.123740	0.13739	0.123741	0.13740	0.123742	0.12741	0.123743	0.12742	0.123744	0.12743	0.122745	0.12744	0.122746	0.12745	0.12747	0.129746	0.12748	0.129747	0.12749	0.128748	0.12750	0.128749	0.12751	0.128750	0.1752	0.1282751	0.1753	0.1280752	0.1754	0.1278753	0.1755	0.1276754	0.1756	0.1274755	0.1757	0.1273756	0.1758	0.1272757	0.1759	0.1270758	0.1760	0.1268759	0.1761	0.1265760	0.1762	0.1263761	0.1763	0.1262762	0.1764	0.1261763	0.1765	0.1259764	0.766	0.12573765	0.767	0.1255766	0.768	0.12534767	0.769	0.12515768	0.770	0.12496769	0771	0.124740770	0772	0.12462771	0.773	0.12437772	0.774	0.12419773	0.775	0.12404774	0776	0.123799775	0777	0.12366776	0.778	0.12342777	0.779	0.12325778	0.780	0.12302779	0.781	0.12296780	0.782	0.12279781	0.783	0.1226782	0.1784	0.1225783	0.1785	0.1223784	0.1786	0.1221785	0.1787	0.1220786	0.1788	0.1219787	0.1789	0.1217788	0.1790	0.1215789	0.791	0.12138790	0.792	0.12122791	0.793	0.12109792	0.794	0.12101793	0.795	0.1209794	0.1796	0.1208795	0.1797	0.1206796	0.1798	0.1204797	0.1799	0.1202798	0.1800	0.1200799	0.1801	0.1198800	0.1802	0.1197801	0.1803	0.1196802	0.1804	0.1194803	0.1805	0.1193804	0.1806	0.1191805	0.1807	0.1190806	0.1808	0.1188807	0.1809	0.1187808	0.1810	0.1185809	0.1811	0.1184810	0.1812	0.1182811	0.1813	0.1180812	0.1814	0.118813	0.11815	0.11814	0.112816	0.11815	0.111817	0.11816	0.111818	0.11817	0.111819	0.11818	0.111820	0.11819	0.111821	0.11820	0.111822	0.11821	0.111823	0.11822	0.110824	0.11823	0.11825	0.116824	0.11826	0.116825	0.11827	0.11826	0.110828	0.11827	0.110829	0.11828	0.11830	0.116829	0.11831	0.115830	0.10832	0.115831	0.10833	0.115832	0.10834	0.115833	0.10835	0.115834	0.10836	0.115835	0.10837	0.115836	0.10838	0.115837	0.10839	0.114838	0.10840	0.114839	0.10841	0.114840	0.10842	0.11841	0.108843	0.11842	0.108844	0.11843	0.108845	0.11844	0.108846	0.11845	0.108847	0.11846	0.107848	0.11847	0.107849	0.1848	0.1077850	0.1849	0.107851	0.11850	0.107852	0.11851	0.107853	0.11852	0.107854	0.11853	0.107855	0.11854	0.106856	0.11855	0.106857	0.11856	0.106858	0.11857	0.10859	0.112858	0.1860	0.1122859	0.1861	0.1120860	0.1862	0.1119861	0.1863	0.111862	0.10864	0.111863	0.10865	0.111864	0.10866	0.111865	0.10867	0.111866	0.10868	0.111867	0.1869	0.1109868	0.1870	0.1107869	0.1871	0.1106870	0.1872	0.1104871	0.1873	0.1103872	0874	0.11024873	0.875	0.11010874	0.876	0.10995875	0.877	0.10985876	0878	0.109704877	0879	0.109594878	0880	0.10937879	0.881	0.10922880	0882	0.109063881	0883	0.108878882	0884	0.108748883	0885	0.108654884	0886	0.108584885	0887	0.10839886	0.888	0.10821887	0.889	0.10805888	0.890	0.10787889	0891	0.107698890	0892	0.107539891	0893	0.107424892	0894	0.107205893	0895	0.107045894	0896	0.106971895	0897	0.106811896	0898	0.106701897	0899	0.106469898	0900	0.1063899	0.1901	0.1061900	0.1902	0.1060901	0.1903	0.1060902	0.1904	0.1058903	0.1905	0.105904	0.10906	0.105905	0.10907	0.105906	0.10908	0.10907	0.100909	0.10908	0.100910	0.10909	0.100911	0.10910	0.100912	0.10911	0.100913	0.10912	0.099914	0.104913	0.09915	0.1042914	0.0916	0.10414915	0.917	0.10406916	0.918	0.103785917	0919	0.1036747918	920	0.10353691919921	0.10338940792922	0.10324058519923	0.103023623
924	0.1028803295
925	0.1027339806
926	0.1026229743
927	0.1024297991
928	0.1022582644
929	0.1021069848
930	0.1019533603
931	0.1018160368
932	0.1016199868
933	0.1014687733
934	0.1013116031
935	0.101152156
936	0.1009538973
937	0.1008685326
938	0.100745725
939	0.1006554438
940	0.1004928872
941	0.1003092733
942	0.1000753082
943	0.09994271712
944	0.09977891939
945	0.0996712319
946	0.0995540463
947	0.0994525128
948	0.099297927
949	0.09921285147
950	0.09907375616
951	0.09892798248
952	0.0987691764
953	0.09868484067
954	0.09855424492
955	0.09850341275
956	0.098385649
957	0.09825643557
958	0.09811402192
959	0.09797160049
960	0.09783566666
961	0.09769648425
962	0.09756508052
963	0.09743368974
964	0.09732274291
965	0.09720621693
966	0.09706897253
967	0.09699111147
968	0.09684359007
969	0.09671524038
970	0.09653420643
971	0.09642273107
972	0.09630434343
973	0.09618603315
974	0.0960694541
975	0.09598150065
976	0.09589510446
977	0.09583409059
978	0.09567954402
979	0.09555580966
980	0.09546747876
981	0.09534681706
982	0.09526992275
983	0.09519568821
984	0.09503315195
985	0.09494790631
986	0.09478443605
987	0.09459354418
988	0.09450766392
989	0.09442681282
990	0.09430404393
991	0.09424612576
992	0.09415987069
993	0.09404287804
994	0.09393014192
995	0.09379498428
996	0.09365155865
997	0.09351065381
998	0.09344027237
999	0.09329867756
983
997	0.09032384656
998	0.0902072094
999	0.09012021191
