iter	Logloss
128	0129	0.303392129	0130	0.302146130	0131	0.300944131	0132	0.299826132	0133	0.298764133	134	0.2974524134	135	0.2962813135	136	0.2951097136	137	0.2936953137	138	0.2925729138	139	0.2913493139	140	0.290494140	0141	0.289493141	0142	0.288770142	0143	0.28805143	0144	0.286918144	0145	0.286007145	0146	0.285151146	0147	0.284378147	0148	0.283824148	0149	0.282602149	0150	0.28180150	0.151	0.28072151	0.2857561057
152	0.2847341133
153	0.2837009766
154	0.2832193822
155	0.2826547243
156	0.2818603404
157158	0.27523386158159	0.27425991159	0.2792599293
160	0.2782576373
1162	0.272019358
163	0.271052417
164	0.2703426148
165	0.2693869187
166	0.2683307874
1166	0.27359575516167	0.27260193416168	0.27185989517169	0.27076004517170	0.2702800661171	0.269460014
172	0.2688521447
173	0.26805506881174	0.26728007621175	0.26641247471176	0.26563465521177	0.26506794091178	0.26415879511179	0.2632982136
180	0.26236143118181	0.26164507718182	0.26070817518183	0.25995931918184	0.2592428661185	0.25836946581186	0.25777266081187	0.25713658291188	0.25640727391189	0.25550501921190	0.25484396619191	0.2541865561192	0.253518438
193	0.2530393825
194	0.2528102142
195	0.2522548917
196	0.2513853645
197	0.2505953465
198	0.2498735642
199	0.2492168957
200	0.2483182662
201	0.2475366472
202	0.2468078637
203	0.2461870069
204	0.2454210007
205	0.2446640547
206	0.2441067198
207	0.2433783131
208	0.2429558559
209	0.2420956599
210	0.24161461221211	0.24100476421212	0.24034839621213	0.23972344521214	0.23912182121215	0.23854492921216	0.23814226921217	0.2375473834
218	0.2369539436
219	0.2362475235
220	0.2357174222	221	0.235097223	0222	0.234563224	0223	0.234250225	0224	0.233386226	0225	0.2329062238
226	0.2324880734
227	0.23215229	0.228	0.23155230	0.229	0.23122231	0.230	0.23074232	0.231	0.23002233	0.232	0.22954234	0.233	0.2292110028
234	0.2288546503
235	0.2283265663
236	0.2280223411
237	0.2278239	0.2238	0.2273240	0.2239	0.2268241	0.2240	0.2242	0.2224241	0.243	0.22210242	0.2251195849
243	0.2246926701
244	0.2240916669
245	0.2237672047
246	0.2233780218
247	0.2229434674
248	0.2226991125
249	0.251	0.21849250	0.252	0.21795251	0.253	0.21758252	0.254	0.21706253	0.255	0.21667254	0.256	0.21609255	0.257	0.21586256	0.258	0.21528257	0.259	0.21496258	0.2187152364
259	0.2182905185
260	0.2178512258
261	0.2176901689
262	0.2173295434
263	0.2169389609
264	0.2165210063
265	0.2160193992
266	0.2155971024
267	0.2151021811
268	0.2144722329
269	0.2140159984
270	0.2136736826
271	0.2132446725
272	0.2128717648
273	0.2123461108
274	0.211867236
275	0.2117033765
276	0.2111724701
277279	0.20831646278280	0.20768508279	0.2099991458
280	0.2096492144
281	0.2091687213
282	0.2088951237
283	0.2086123303
284	0.2084617757
285	0.208062905
286	288	0.204501287	0289	0.204256288	0290	0.203800289	0291	0.203570290	0292	0.203108291	0293	0.202668292	0.2055840414
293	0.2051031899
294	0.2046433307
295	297	0.2013625296	298	0.2010463297	299	0.2009152298300	0.20052822299301	0.20019819300302	0.1999047301	303	0.1996248302	304	0.1993286303	305	0.1990899304	306	0.1988870305	307	0.1985839306	308	0.1982344307	309	0.1978704308	310	0.1975194309	311	0.1972190310	312	0.1968055311	313	0.1965079312	314	0.1963730313	315	0.1959799314	316	0.1957223315	317	0.1954316	0.1318	0.195317	0.19319	0.194318	0.19320	0.19319	0.196321	0.19320	0.1962443906
321	0.195323	0.19322	0.195324	0.19323	0.1953787274
324	0.1951542698
325	0.194327	0.1326	0.1945328	0.1327	0.1941475302
328	0.1938773756
329	0.1935708194
330	0.1932073311
331	0.1929568428
332	0.1926099822
333	0.1923308279
334	0.1920062987
335	0.1916364929
336	0.1913825127
337	0.1912285669
338	0.1909394983
339	0.1905894182
340	0.1904380121
341	0.1900707176
342	0.1899204374
343	0.1895905136
344	0.1892417019
345	0.1890042696
346	0.1886450692
347	0.1884940647
348	0.1883043662
349	0.1880667725
350	0.1878756149
351	0.1876309611
352	0.1875044642
353	0.1872264896
354	0.1868504767
355	0.1866381522
356	0.1863253137
357	0.1861018182
358	0.1857472327
359	0.185425738
360	0.1852016572
361	0.1849996017
362	0.1848128227
363	0.1846822241
364	0.1845097995
365	0.1842552571
366	0.1841536565
367	0.1839232151
368	0.1836309118
369	0.1834465914
370	0.1832633251
371	0.1831257292
372	0.1830675483
373	0.182666514
374	0.182401718
375	0.1821857107
376	0.1818680112
377	0.1817174159
378	0.1814942409
379	0.1813466376
380	0.1810672427
381	0.1808854834
382	0.1806304717
383	0.1803479595
384	0.1801922928
385	0.1799812845
386	0.1798589866
387	0.1796919416
388	0.1794392192
389	0.1793334249
390	0.1790464123
391	0.178890224
392	0.178560456
393	0.1783821294
394	0.1782060905
395	0.1781200522
396	0.1778295273
397	0.1776257116
398	0.1772833091
399	0.1772388746
400	0.1770192722
401	0.1767808684
402	0.1764846878
403	0.1762909209
404	0.1758797046
405	0.1756107767
406	0.1755766579
407	0.1753721688
408	0.1752965437
409	0.1750786794
410	0.1748014954
411	0.1744514738
412	0.1740602204
413	0.1739590265
414	0.1736459789
415	0.1734551611
416	0.1733029493
417	0.1732296204
418	0.1728739307
419	0.1726125142
420	0.1723992011
421	0.1721697862
422	0.1719197688
423	0.1716814214
424	0.1715203419
425	0.1712960772
426	0.1711046331
427	0.1710325527
428	0.1707012922
429	0.1706672986
430	0.1704609754
431	0.1702817177
432	0.1700418784
433	0.1698117626
434	0.1697016688
435	0.1694391038
436	0.1692169204
437	0.1690302028
438	0.1688815029
439	0.1687515761
440	0.1684678378
441	0.1683459204
442	0.1680682554
443	0.1679750828
444	0.1677767455
445	0.1675145073
446	0.1673356866
447	0.1672486848
448	0.1669458179
449	0.1666184566
450	0.1664082939
451	0.1662831762
452	0.1659969216
453	0.1657439037
454	0.1655476956
455	0.1652743303
456	0.1649697097
457	0.1647436479
458	0.1645886833
459	0.1643646548
460	0.1641160739
461	0.1639030621
462	0.1636730315
463	0.1635545375
464	0.163426117
465	0.163130382
466	0.1628715191
467	0.162604354
468	0.1623569711
469	0.1622854879
470	0.1621052339
471	0.1617723874
472	0.161582549
473	0.1613970097
474	0.16113384
475	0.1609355324
476	0.1606404474
477	0.1604008579
478	0.1602693782
479	0.1600915784
480	0.1599044276
481	0.1598833224
482	0.1597014796
483	0.1595585036
484	0.1594401187
485	0.1591815489
486	0.1591318158
487	0.1589434552
488	0.1587708373
489	0.1585992757
490	0.1584291629
491	0.1582301983
492	0.1581156451
493	0.1578088787
494	0.1575832193
495	0.1574486303
496	0.1573727588
497	0.1572199899
498	0.1568825706
499	0.1566726018
500	0.1565601963
501	0.1565320251
502	0.1563492217
503	0.1561680994
504	0.156067115
505	0.1559578209
506	0.1558139464
507	0.1556040014
508	0.155484527
509	0.155331877
510	0.1550744024
511	0.1550422071
512	0.1549130973
513	0.1546788094
514	0.1545926223
515	0.1544384627
516	0.1543159112
517	0.1541557917
518	0.1539615978
519	0.1537810992
520	0.1536068779
521	0.1534673312
522	0.1533250939
523	0.15320477
524	0.1530296406
525	0.1529075191
526	0.1526983476
527	0.1524655104
528	0.1522296678
529	0.1520764025
530	0.1518760898
531	0.1517453737
532	0.1515411545
533	0.1513912817
534	0.1511570162
535	0.150905755
536	0.1507909847
537	0.1507000503
538	0.1505463261
539	0.1503614391
540	0.1502119991
541	0.1500724617
542	0.1499257081
543	0.1496186865
544	0.1495089371
545	0.1492921818
546	0.1492815134
547	0.1490477435
548	0.1489175109
549	0.1486759861
550	0.1485149304
551	0.1483929546
552	0.1482670728
553	0.1479858445
554	0.1478293977
555	0.1477669019
556	0.1476853008
557	0.1475570352
558	0.1474958393
559	0.1473551865
560	0.1471008411
561	0.1470076441
562	0.1469429007
563	0.1468338422
564	0.1467573712
565	0.1466544571
566	0.1463779681
567	0.1461523502
568	0.1460664235
569	0.1458842278
570	0.1456588018
571	0.1455260171
572	0.1454204724
573	0.1452823368
574	0.1449969474
575	0.1448732028
576	0.1447835176
577	0.1445433602
578	0.1443606599
579	0.1442640739
580	0.1440656262
581	0.1439241894
582	0.1438300089
583	0.1437084813
584	0.1435087313
585	0.1433126889
586	0.1431004938
587	0.143007385
588	0.142796312
589	0.1426044537
590	0.1424416902
591	0.1423809738
592	0.1422378585
593	0.1421246201
594	0.1420121652
595	0.1418749404
596	0.1417852537
597	0.1415693755
598	0.1412994068
599	0.1410584434
600	0.1409365705
601	0.1408411252
602	0.1407328536
603	0.140646511
604	0.140538927
605	0.1403812415
606	0.1401467621
607	0.1400343436
608	0.1398650666
609	0.1397468513
610	0.1396018028
611	0.1395256007
612	0.1393477284
613	0.1391770588
614	0.1389863356
615	0.138909773
616	0.1387397679
617	0.1385969576
618	0.1383742335
619	0.1382774876
620	0.1381861494
621	0.1380973487
622	0.1379050148
623	0.1378815062
624	0.1378169134
625	0.1376399096
626	0.1375261933
627	0.1374178743
628	0.1372849096
629	0.1372733075
630	0.1371907701
631	0.1370530687
632	0.1370226945
633	0.1369034835
634	0.1367372906
635	0.1366230496
636	0.1364762841
637	0.13631849
638	0.1361595153
639	0.1361115108
640	0.1360671292
641	0.1358318066
642	0.1357204501
643	0.1354831087
644	0.1352936328
645	0.1351626129
646	0.1349245481
647	0.1348103635
648	0.1347505597
649	0.1345869629
650	0.1344467326
651	0.1343782358
652	0.1341759194
653	0.1341519871
654	0.1339804305
655	0.1338504519
656	0.1337066699
657	0.133540165
658	0.1334229724
659	0.1333102946
660	0.1331959468
661	0.1331348557
662	0.1330198833
663	0.1328893395
664	0.1328053773
665	0.1326517679
666	0.1326210298
667	0.1326099263
668	0.1325370849
669	0.1323992104
670	0.1322922002
671	0.132093774
672	0.1319861424
673	0.1317876782
674	0.1316104358
675	0.1314047564
676	0.1313553569
677	0.1311141297
678	0.1309438638
679	0.1308165533
680	0.1306787325
681	0.1305240123
682	0.1304775926
685	0.1301972012
686	0.1299948225
685	0.1301293727
686	0.1299842747
687	0.1298610859
688	0.12971268416689	0.12971260746690	0.12953401756691	0.12943829296692	0.12923536596693	0.129058648
694	0.1289500191
695	0.1287524542
696	0.1286643685699	0.128486109
700	0.1283321505
70699	0.12816252970700	0.128013341703	0.1279834265
704	0.1279318014
705	0.1278028261
706	0.1276566639
707	0.1275903163
70706	0.12724689670707	0.12707907071708	0.12693770471709	0.12685463871710	0.126702032713	0.1267356431
714	0.1266013158
715	0.1265477653
716	0.126410282
717	0.1263224187
718	0.1262075673
719	0.1260848993
720	0.1259826859
721	0.1258549079
722	0.1256875807
723	0.1255292937
724	0.1254254939
725	0.1253388736
726	0.1252561227
727	0.1251356853
728	0.1249872042
729	0.1248532166
730	0.1247387466
731	0.1245071866
732	0.1244126902
733	0.1242739149
734	0.1241813637
735	0.1240908341
736	0.123962259
737	0.1238707816
738	0.1237630595
739	0.1237045612
740	0.1235136698
741	0.123411927
742	0.1233747902
743	0.1232592799
744	0.1231891314
745	0.123117345
746	0.1229870911
747	0.1228357907
748	0.1227214779
749	0.1227143254
750	0.1226190571
751	0.1224910434
752	0.1223289081
753	0.1222255895
754	0.12209129
755	0.1220620411
756	0.1219099713
757	0.1217398138
75756	0.1217833557757	0.12166759967758	0.1216646433761	0.1213696701
7760	0.12137196247761	0.12126117217762	0.1211975457765	0.12089781277766	0.12083539276767	0.12070247676768	0.120604658767	0.1207209935
768	0.1205769036
769	0.1203547776
770	0.120269825
77773	0.12007658977774	0.11997660677775	0.119887594774	0.1198324771
775	0.1197198175
776	0.1195307927
777	0.1194383104
778	0.1193830587
779	0.1192566015
780	0.1191433778
781	0.1190549919
782	0.1189907375
783	0.118936592
784	0.1188984182
78787	0.118847041786	0.118759466
787	0.1186802462
788	0.1185766049
789	0.118399326
790	0.1183154543
791	0.1181848431
792	0.1180826184
793795	0.11795208794	0.1179099014
795	0.1178343691
796	0.1177189346
797	0.1175510038
798	0.117402594
799	0.1172546397
800	0.1171508492
801	0.1171309411
802	0.1169253266
803	0.1168546216
804	0.1167110641
805	0.1166128028
80808	0.11655120180809	0.11647939080810	0.11634401780811	0.11617582181812	0.1159503988813	0.11593888128814	0.1158459363813	0.1160914585
8816	0.1156749347815	0.1158956058
8818	0.1154423266817	0.1157166647
818	0.1156255865
819	0.1154351652
820	0.1153746736
821	0.1152797546
822	0.1152288884
823	0.1150928566
824	0.1149766201
827	0.1143118996
828	0.1142195333
829	0.1140987064
830	0.1140268179
831	0.1138500966
832	0.1138256801
833	0.1135930398
834	0.1134557684
835	0.1134141576
836	0.1132841367
837	0.11315038
838	0.112940973
839	0.1127413053
840	0.1126886796
841	0.1126136017
842	0.1124906846
843	0.1123894271
844	0.11232582
845	0.1122122498
846	0.1120835261
847	0.1120238335
848	0.1118768888
849	0.11177354028850	0.11168435088851	0.11166938168852	0.11149918068853	0.11137765768854	0.1113101489853	0.1118680413
856	0.1109563371
857	0.11083629285858	0.11077218885859	0.110672644858	0.1113494985
859	0.1112131431
86862	0.110371877861	0.1109607874
862	0.1108780624
863	0.1107398517
86866	0.10984174586867	0.109691730866	0.1104289228
867	0.1102671696
86870	0.10926137186871	0.109231809870	0.1100242417
871	0.1098762403
872	0.1097985777
873	0.1096913492
874	0.1095809032
875	0.1095079289
876	0.1093950088
877	0.10930725588878	0.10924137298879	0.10915851578880	0.10906639688881	0.10899619248882	0.10892005188883	0.10881643288884	0.10868867038885	0.10857950618886	0.10848027498887	0.10831652248888	0.108267819
889	0.1081492267
890	0.1080954697
891	0.1079668694
892	0.1078736332
893	0.1077165307
894	0.1075897873
895	0.107524681
896	0.1074472104
897	0.1073504979
898	0.1073191283
899	0.1072056514
900	0.1070555548
901	0.1069423246
902	0.1067727891
903	0.1066630536
904	0.1066244308
905	0.1064541019
906	0.1063760768
907	0.1062444392
908	0.1061467316
909	0.1060186168
910	0.105944017
911	0.1059217314
912	0.1058028074
913	0.1057269635
914	0.1056500563
915	0.1055083924
916	0.1054952657
917	0.1053954113
918	0.1053002672
919	0.1052170956
920	0.1051486194
921	0.1050733452
922	0.1049215283
923	0.1047987327
924	0.1046845427
925	0.1046165127
926	0.1045400946
927	0.1044493374
928	0.1043323728
929	0.104238759
930	0.104060002
931	0.1039400721
932	0.1038445282
933	0.1037670522
934	0.1036848949
935	0.1035653951
936	0.1034375287
937	0.1034063162
938	0.1033269944
939	0.103227305
940	0.1031304347
941	0.1030027223
942	0.1029278564
943	0.1028457446
944	0.1026920767
945	0.1025468673
946	0.102433199
947	0.1023493702
948	0.102269467
949	0.1021567148
950	0.1020426526
951	0.1019357385
952	0.1018870559
953	0.1018397934
954	0.1017591676
955	0.1016993406
956	0.1016646456
957	0.101533402
958	0.1014076858
959	0.1013220124
960	0.1011942562
961	0.1011256092
962	0.101067215
963	0.1009413513
964	0.1008827916
965	0.1008135369
966	0.1007435396
967	0.1006650087
968	0.1006533214
969	0.1005668159
970	0.1003594562
971	0.100256169
972	0.1001561002
973	0.1000884505
974	0.1000047992
975	0.09986540902
976	0.09977681396
977	0.09972142304
978	0.09956111958
979	0.09944662918
980	0.09930414882
981	0.09917996875
982	0.09908591951
983	0.09902794145
984	0.09882763112
985	0.09872476843
986	0.09864010629
987	0.09854122139
988	0.09842711633
989	0.09829696411
990	0.09823831156
991	0.09815886002
992	0.09809694784
993	0.09800439734
994	0.09793770952
995	0.09780325722
996	0.09769679586
997	0.0976725351
998	0.09758751495
999	0.09756184375
