iter	Passed	Remaining
316	542	1169
317	544	1167
318	545	1165
319	547	1163
320	548	1160
321	550	1158
322	551	1156
323	553	1154
324	554	1152
325	556	1150
326	557	1148
327	559	1145
328	560	1143
329	562	1141
330	563	1139
331	565	1137
332	566	1135
333	568	1133
334	569	1131
335	571	1129
336	573	1127
337	574	1125
338	576	1123
339	577	1120
340	578	1118
341	580	1117
342	582	1116
343	584	1114
344	586	1113
345	587	1110
346	591	1112
347	592	1110
348	594	1108
349	595	1106
350	597	1104
351	598	1102
352	600	1101
353	602	1099
354	603	1097
355	605	1095
356	606	1093
357	608	1090
358	609	1088
359	611	1086
360	612	1084
361	614	1082
362	615	1080
363	617	1078
364	618	1076
365	620	1074
366	621	1071
367	622	1069
368	624	1067
369	625	1065
370	627	1063
371	628	1061
372	629	1058
373	631	1056
374	632	1054
375	634	1052
376	635	1050
377	637	1048
378	638	1046
379	640	1044
380	642	1043
381	643	1041
382	644	1038
383	646	1036
384	647	1034
385	649	1033
386	650	1030
387	652	1028
388	654	1027
389	655	1024
390	656	1022
391	657	1020
392	659	1018
393	660	1016
394	662	1014
395	663	1012
396	665	1010
397	666	1008
398	668	1006
399	669	1004
400	671	1002
401	672	1000
402	674	998
403	675	996
404	677	995
405	678	992
406	679	990
407	681	988
408	682	986
409	684	984
410	685	982
411	687	980
412	688	978
413	689	976
414	691	974
415	692	972
416	694	970
417	695	968
418	697	966
419	698	964
420	700	962
421	701	960
422	703	959
423	704	957
424	706	955
425	707	953
426	709	951
427	710	949
428	711	947
429	712	944
430	714	943
431	715	941
432	717	939
433	719	938
434	720	936
435	722	934
436	723	932
437	725	930
438	726	928
439	728	926
440	729	925
441	731	923
442	732	921
443	734	919
444	735	917
445	736	915
446	738	913
447	739	911
448	741	909
449	742	907
450	744	905
451	745	904
452	747	902
453	748	900
454	750	898
455	751	896
456	753	894
457	754	893
458	756	891
459	758	889
460	759	888
461	761	886
462	762	884
463	764	882
464	765	881
465	767	879
466	768	877
467	770	875
468	771	873
469	772	871
470	774	869
471	775	867
472	777	865
473	778	864
474	780	862
475	781	860
476	783	858
477	784	856
478	786	855
479	787	853
480	789	851
481	790	849
482	791	847
483	793	845
484	794	843
485	796	841
486	797	839
487	798	837
488	800	836
489	801	834
490	803	832
491	804	831
492	806	829
493	808	827
494	809	825
495	811	824
496	811	821
497	813	819
498	814	818
499	816	816
500	817	814
501	818	812
502	820	810
503	821	808
504	823	807
505	824	805
506	826	803
507	827	801
508	829	800
509	831	798
510	832	796
511	833	794
512	834	792
513	836	790
514	837	789
515	839	787
516	840	785
517	842	783
518	843	781
519	845	780
520	846	778
521	848	776
522	849	774
523	850	773
524	852	771
525	854	769
526	855	767
527	856	766
528	858	764
529	859	762
530	861	760
531	862	759
532	864	757
533	866	755
534	867	754
535	869	752
536	870	750
537	872	748
538	873	747
539	875	745
540	876	743
541	878	741
542	879	740
543	881	738
544	882	736
545	884	735
546	885	733
547	886	731
548	888	729
549	889	728
550	891	726
551	892	724
552	894	722
553	895	721
554	897	719
555	898	717
556	899	715
557	901	714
558	902	712
559	904	710
560	905	708
561	907	707
562	908	705
563	910	703
564	911	702
565	913	700
566	914	698
567	916	696
568	917	695
569	919	693
570	920	691
571	922	690
572	923	688
573	925	686
574	926	684
575	928	683
576	930	681
577	932	681
578	934	679
579	936	677
580	937	676
581	939	674
582	940	672
583	942	671
584	943	669
585	945	667
586	946	666
587	948	664
588	949	662
589	951	661
590	952	659
591	954	657
592	955	655
593	957	654
594	958	652
595	960	650
596	962	649
597	963	647
598	965	646
599	966	644
600	968	642
601	969	641
602	971	639
603	972	637
604	974	636
605	975	634
606	977	632
607	978	631
608	980	629
609	982	627
610	983	626
611	985	624
612	986	622
613	988	621
614	989	619
615	990	617
616	992	615
617	993	614
618	995	612
619	996	610
620	998	609
621	999	607
622	1001	605
623	1002	603
624	1003	602
625	1004	600
626	1006	598
627	1007	597
628	1009	595
629	1010	593
630	1011	591
631	1013	590
632	1014	588
633	1016	586
634	1017	584
635	1018	583
636	1020	581
637	1021	579
638	1023	578
639	1024	576
640	1026	574
641	1027	573
642	1029	571
643	1030	569
644	1032	568
645	1033	566
646	1035	564
647	1036	563
648	1037	561
649	1038	559
650	1040	557
651	1041	556
652	1043	554
653	1044	552
654	1046	551
655	1047	549
656	1049	547
657	1050	546
658	1052	544
659	1054	543
660	1056	541
661	1057	540
662	1059	538
663	1060	536
664	1062	535
665	1063	533
666	1064	531
667	1065	529
668	1067	528
669	1068	526
670	1070	524
671	1071	522
672	1073	521
673	1075	520
674	1076	518
675	1078	516
676	1079	515
677	1081	513
678	1082	511
679	1084	510
680	1086	508
681	1087	507
682	1088	505
683	1089	5685684	1091	5686685	1092	500
686	1094	498
687	1095	496
688	1097	495
689	1097	493
690	1099	491
691	1100	489
692	1102	488
693	1103	486
694	1105	484
695	1106	483
696	1108	481
697	1109	4699698	1111	4700699	1112	476
700	1113	475
701	1115	4703702	1116	4704703	1118	4705704	1119	4706705	1120	4707706	1122	465
707	1124	463
708	1125	461
709	1127	460
710	1128	458
711	1130	4713712	1134	4714713	1138	4715714	1140	4716	1132	446
717	1134	445
718	1135	443
719	1137	442
720	1139	440
721	1140	439
722	1142	437
723	1144	436
724	1146	434
725	1147	433
726	1149	431
727	1150	429
728	1152	428
729	1154	427
730	1156	425
731	1157	423
732	1159	422
733	1161	420
734	1163	419
735	1165	417
736	1166	416
737	1168	414
738	1170	413
739	1172	411
740	1174	410
741	1177	409
742	1178	407
743	1182	406
744	1184	405
745744	1195	4746745	1198	4747	1192	401
748747	1203	4749748	1206	4750749	1208	4751750	1211	4752751	1215	4753752	1217	3754753	1219	3755754	1221	3756755	1224	3757756	1225	393
757	1227	391
758	1228	389
759	1229	3761760	1231	386
761	1232	385
762	1234	383
763	1235	3765764	1237	3766765	1238	3767766	1239	3768767	1241	375
768	1242	373
769	1244	371
770	1245	3772771	1247	3773772	1248	3774773	1250	3775774	1251	363
775	1253	361
776	1254	360
777	1256	358
778	1257	356
779	1259	355
780	1260	353
781	1262	351
782	1263	350
783	1265	348
784	1266	346
785	1268	3787786	1269	343
787	1271	342
788	1272	340
789	1274	338
790	1275	337
791	1277	335
792	1278	333
793	1280	3795794	1282	330
795	1284	329
796	1286	327
797	1287	326
798	1289	324
799	1291	322
800	1293	321
801	1294	319
802	1296	317
803	1298	316
804	1299	314
805	1301	313
806	1303	3808807	1304	3809808	1306	3810809	1308	3811810	1312	3812811	1314	3813812	1316	3814813	1318	301
814	1319	2816815	1321	298
816	1323	2818817	1325	295
818	1327	293
819	1329	291
820	1331	290
821	1332	288
822	1334	287
823	1336	285
824	1346	285
825	1347	2827826	1350	2828827	1351	2829828	1353	2830829	1355	2831830	1357	2832831	1358	2833832	1360	2834833	1362	2835834	1363	2836835	1366	2837836	1368	2838837	1369	2839838	1371	2840839	1373	2841840	1374	2842841	1376	2843842	1378	2844843	1380	2845844	1382	2846845	1383	2847846	1385	2848847	1386	2849848	1388	2850849	1390	2851850	1392	2852851	1394	2853852	1395	2854853	1397	238
854	1398	2856855	1401	2857856	1405	2858857	1407	2859858	1409	231
859	1411	229
860	1413	2862861	1415	226
862	1417	225
863	1419	223
864	1420	2866865	1422	2867866	1423	218
867	1425	216
868	1426	2870869	1428	2871870	1429	211
871	1431	210
872	1433	208
873	1434	206
874	1436	205
875	1437	203
876	1439	201
877	1440	200
878	1442	198
879	1443	196
880	1445	195
881	1447	193
882	1449	192
883	1451	190
884	1453	188
885	1454	187
886	1456	185
887	1457	183
888	1459	182
889	1461	180
890	1462	178
891	1464	177
892	1466	175
893	1467	174
894	1469	172
895	1470	170
896	1472	169
897	1473	167
898	1475	165
899	1477	164
900	1478	162
901	1480	160
902	1481	159
903	1483	157
904	1485	155
905	1486	154
906	1488	152
907	1489	150
908	1491	149
909	1493	147
910	1495	146
911	1496	144
912	1497	142
913	1499	141
914	1501	139
915	1504	138
916	1506	136
917	1508	134
918	1510	133
919	1512	131
920	1513	129
921	1515	128
922	1516	126
923	1518	124
924	1520	123
925	1521	121
926	1524	120
927	1525	118
928	1527	116
929	1529	115
930	1530	113
931	1532	111
932	1533	110
933	1535	108
934	1536	106
935	1538	105
936	1540	103
937	1541	101
938	1543	100
939	1544	98
940	1546	96
941	1547	95
942	1549	93
943	1550	91
944	1552	90
945	1553	88
946	1555	87
947	1557	85
948	1558	83
949	1560	82
950	1561	80
951	1563	78
952	1564	77
953	1566	75
954	1567	73
955	1569	72
956	1571	70
957	1572	68
958	1574	67
959	1575	65
960	1577	64
961	1579	62
962	1580	60
963	1582	59
964	1583	57
965	1584	55
966	1587	54
967	1588	52
968	1589	50
969	1591	49
970	1592	47
971	1594	45
972	1596	44
973	1598	42
974	1600	41
975	1602	39
976	1603	37
977	1605	36
978	1607	34
979	1609	32
980	1610	31
981	1612	29
982	1613	27
983	1615	26
984	1617	24
985	1619	22
986	1620	21
987	1622	19
988	1623	18
989	1625	16
990	1626	14
991	1628	13
992	1629	11
993	1631	9
994	1633	8
995	1635	6
996	1636	4
997	1638	3
998	1639	1
999	1640	0
