iter	Passed	Remaining
374	3829	6382
375	3838	6370
376	3848	6360
377	3876	6379
378	3885	6366
379	3895	6355
380	3921	6371
381	3928	6355
382	3938	6344
383	3945	6329
384	3970	6343
385	3977	6327
386	3986	6313
387	3993	6299
388	4016	6309
389	4025	6296
390	4034	6283
391	4041	6268
392	4067	6281
393	4074	6266
394	4082	6253
395	4089	6237
396	4113	6248
397	4121	6233
398	4131	6222
399	4140	6210
400	4167	6225
401	4175	6211
402	4185	6200
403	4209	6210
404	4221	6202
405	4232	6191
406	4256	6202
407	4267	6191
408	4277	6181
409	4286	6167
410	4313	6181
411	4322	6169
412	4332	6157
413	4359	6170
414	4365	6154
415	4372	6138
416	4381	6125
417	4407	6137
418	4416	6124
419	4426	6112
420	4432	6096
421	4461	6110
422	4468	6095
423	4477	6083
424	4502	6091
425	4509	6076
426	4517	6061
427	4524	6046
428	4547	6052
429	4556	6040
430	4564	6025
431	4574	6015
432	4597	6020
433	4607	6008
434	4617	5997
435	4625	5982
436	4647	5987
437	4657	5975
438	4666	5963
439	4674	5948
440	4700	5957
441	4706	5941
442	4716	5929
443	4722	5913
444	4747	5921
445	4754	5905
446	4764	5893
447	4770	5877
448	4793	5882
449	4800	5866
450	4806	5851
451	4816	5839
452	4840	5844
453	4847	5830
454	4855	5815
455	4863	5802
456	4886	5805
457	4893	5791
458	4899	5775
459	4906	5760
460	4913	5744
461	4938	5750
462	4947	5738
463	4959	5729
464	4985	5736
465	4997	5726
466	5006	5714
467	5034	5722
468	5045	5712
469	5055	5701
470	5081	5707
471	5091	5695
472	5099	5681
473	5109	5670
474	5135	5675
475	5143	5662
476	5152	5649
477	5177	5654
478	5186	5641
479	5194	5627
480	5204	5615
481	5227	5617
482	5236	5604
483	5242	5589
484	5249	5573
485	5255	5558
486	5278	5560
487	5285	5544
488	5292	5530
489	5303	5519
490	5332	5527
491	5340	5514
492	5351	5503
493	5378	5509
494	5388	5497
495	5398	5485
496	5428	5493
497	5442	5486
498	5468	5490
499	5478	5478
500	5486	5464
501	5497	5453
502	5522	5457
503	5531	5443
504	5540	5430
505	5565	5433
506	5574	5420
507	5582	5406
508	5591	5394
509	5615	5395
510	5622	5380
511	5628	5365
512	5635	5350
513	5644	5337
514	5671	5341
515	5680	5328
516	5692	5318
517	5721	5324
518	5730	5310
519	5742	5300
520	5766	5302
521	5775	5288
522	5784	5275
523	5808	5276
524	5817	5263
525	5825	5249
526	5834	5236
527	5858	5237
528	5869	5225
529	5875	5210
530	5886	5198
531	5909	5198
532	5919	5186
533	5927	5173
534	5936	5159
535	5959	5159
536	5966	5144
537	5973	5129
538	5980	5115
539	6003	5114
540	6018	5106
541	6034	5099
542	6067	5106
543	6081	5097
544	6111	5102
545	6122	5091
546	6131	5077
547	6157	5078
548	6165	5064
549	6175	5052
550	6200	5052
551	6210	5040
552	6217	5026
553	6226	5012
554	6251	5012
555	6260	4999
556	6273	4989
557	6299	4990
558	6306	4975
559	6314	4961
560	6321	4946
561	6346	4945
562	6354	4932
563	6363	4919
564	6370	4904
565	6395	4903
566	6403	4890
567	6412	4877
568	6420	4863
569	6443	4860
570	6449	4845
571	6457	4831
572	6463	4816
573	6488	4815
574	6496	4801
575	6503	4787
576	6510	4773
577	6517	4758
578	6541	4756
579	6549	4742
580	6556	4728
581	6563	4714
582	6587	4711
583	6594	4697
584	6601	4683
585	6608	4668
586	6634	4667
587	6645	4656
588	6653	4642
589	6666	4632
590	6686	4627
591	6698	4616
592	6708	4604
593	6731	4601
594	6741	4588
595	6749	4575
596	6759	4563
597	6783	4560
598	6793	4547
599	6802	4535
600	6827	4532
601	6838	4520
602	6846	4507
603	6858	4496
604	6886	4496
605	6897	4484
606	6924	4483
607	6932	4469
608	6938	4454
609	6945	4440
610	6952	4426
611	6974	4422
612	6981	4407
613	6987	4392
614	6994	4378
615	7000	4363
616	7023	4359
617	7029	4345
618	7036	4330
619	7042	4316
620	7049	4302
621	7072	4298
622	7079	4284
623	7087	4270
624	7094	4256
625	7100	4242
626	7123	4237
627	7129	4223
628	7136	4209
629	7194	4225
630	7233	4229
631	7268	4232
632	7277	4219
633	7289	4208
634	7314	4204
635	7329	4194
636	7337	4181
637	7345	4168
638	7366	4161
639	7372	4147
640	7379	4132
641	7385	4118
642	7391	4104
643	7414	4098
644	7421	4084
645	7427	4070
646	7433	4055
647	7440	4041
648	7472	4041
649	7480	4027
650	7491	4015
651	7526	4017
652	7562	4018
653	7583	4011
654	7612	4009
655	7626	3999
656	7662	4000
657	7680	3991
658	7732	4001
659	7933	4086
660	8015	4111
661	8060	4115
662	8080	4107
663	8111	4104
664	8150	4105
665	8178	4101
666	8252	4120
667	8277	4113
668	8308	4110
669	8326	4101
670	8359	4098
671	8375	4087
672	8406	4084
673	8422	4073
674	8460	4073
675	8494	4071
676	8511	4060
677	8542	4057
678	8562	4047
679	8595	4044
680	8611	4033
681	8645	4031
682	8665	4021
683	8693	4016
684	8709	4004
685	8734	3998
686	8758	3990
687	8785	3984
688	8803	3973
689	8832	3968
690	8848	3956
691	8878	3951
692	8896	3941
693	8925	3935
694	8944	3925
695	8983	3923
696	9001	3913
697	9028	3906
698	9037	3891
699	9047	3877
700	9072	3869
701	9090	3858
702	9100	3844
703	9126	3837
704	9142	3825
705	9166	3817
706	9182	3805
707	9191	3791
708	9211	3780
709	9222	3766
710	9228	3751
711	9235	3735
712	9242	3720
713	9254	3706
714	9269	3694
715	9280	3681
716	9298	3670
717	9312	3657
718	9319	3642
719	9326	3626
720	9333	3611
721	9341	3596
722	9364	3587
723	9371	3572
724	9382	3558
725	9388	3543
726	9412	3534
727	9419	3519
728	9425	3504
729	9433	3488
730	9456	3479
731	9463	3464
732	9470	3449
733	9479	3435
734	9487	3420
735	9510	3411
736	9516	3396
737	9523	3381
738	9530	3366
739	9541	3352
740	9553	3339
741	9560	3324
742	9566	3309
743	9575	3294
744	9582	3280
745	9606	3270
746	9613	3256
747	9620	3241
748	9627	3226
749	9650	3216
750	9658	3202
751	9665	3187
752	9675	3173
753	9699	3164
754	9712	3151
755	9723	3138
756	9746	3128
757	9757	3115
758	9767	3101
759	9774	3086
760	9799	3077
761	9806	3062
762	9812	3048
763	9819	3033
764	9842	3023
765	9849	3008
766	9855	2993
767	9861	2979
768	9868	2964
769	9890	2954
770	9898	2939
771	9904	2925
772	9914	2911
773	9920	2896
774	9944	2887
775	9951	2872
776	9957	2857
777	9964	2843
778	9986	2833
779	9995	2819
780	10003	2805
781	10013	2791
782	10036	2781
783	10048	2768
784	10056	2754
785	10082	2745
786	10094	2732
787	10103	2718
788	10129	2708
789	10138	2695
790	10145	2680
791	10152	2666
792	10158	2651
793	10183	2641
794	10190	2627
795	10197	2613
796	10204	2599
797	10226	2588
798	10233	2574
799	10239	2559
800	10246	2545
801	10254	2531
802	10288	2524
803	10333	2519
804	10383	2515
805	10397	2502
806	10424	2493
807	10431	2478
808	10440	2465
809	10467	2455
810	10478	2442
811	10493	2429
812	10521	2420
813	10540	2408
814	10564	2398
815	10573	2384
816	10589	2371
817	10617	2362
818	10630	2349
819	10641	2335
820	10661	2324
821	10668	2310
822	10674	2295
823	10687	2282
824	10706	2271
825	10716	2257
826	10722	2243
827	10731	2229
828	10742	2215
829	10757	2203
830	10766	2189
831	10773	2175
832	10787	2162
833	10812	2152
834	10819	2137
835	10825	2123
836	10832	2109
837	10854	2098
838	10861	2084
839	10867	2070
840	10874	2055
841	10883	2042
842	10905	2031
843	10912	2017
844	10918	2002
845	10925	1988
846	10932	1974
847	10955	1963
848	10961	1949
849	10968	1935
850	10975	1921
851	10999	1910
852	11006	1896
853	11012	1882
854	11019	1868
855	11025	1854
856	11049	1843
857	11055	1829
858	11063	1816
859	11071	1802
860	11079	1788
861	11104	1777
862	11111	1763
863	11120	1750
864	11127	1736
865	11156	1726
866	11163	1712
867	11170	1698
868	11192	1687
869	11200	1673
870	11207	1659
871	11214	1646
872	11221	1632
873	11244	1621
874	11251	1607
875	11258	1593
876	11265	1579
877	11271	1566
878	11285	1553
879	11293	1539
880	11299	1526
881	11307	1512
882	11314	1499
883	11321	1485
884	11342	1473
885	11349	1460
886	11357	1446
887	11364	1433
888	11386	1421
889	11392	1408
890	11399	1394
891	11405	1380
892	11411	1367
893	11431	1355
894	11439	1342
895	11445	1328
896	11452	1315
897	11459	1301
898	11465	1288
899	11482	1275
900	11488	1262
901	11495	1248
902	11498	1235
903	11505	1221
904	11511	1208
905	11519	1195
906	11528	1182
907	11535	1168
908	11542	1155
909	11550	1142
910	11557	1129
911	11567	1116
912	11582	1103
913	11590	1090
914	11597	1077
915	11604	1064
916	11627	1052
917	11634	1039
918	11640	1026
919	11648	1012
920	11655	999
921	11678	988
922	11685	974
923	11692	961
924	11700	948
925	11723	936
926	11731	923
927	11738	910
928	11748	897
929	11767	885
930	11776	872
931	11783	859
932	11791	846
933	11798	833
934	11810	821
935	11820	808
936	11830	795
937	11838	782
938	11846	769
939	11868	757
940	11875	744
941	11881	731
942	11888	718
943	11895	705
944	11918	693
945	11926	680
946	11934	667
947	11941	655
948	11966	643
949	11976	630
950	11985	617
951	11992	604
952	12014	592
953	12021	579
954	12028	566
955	12034	553
956	12040	541
957	12051	528
958	12061	515
959	12068	502
960	12074	490
961	12082	477
962	12088	464
963	12112	452
964	12119	439
965	12126	426
966	12134	414
967	12157	401
968	12168	389
969	12176	376
970	12183	363
971	12206	351
972	12214	338
973	12221	326
974	12230	313
975	12253	301
976	12260	288
977	12267	275
978	12275	263
979	12282	250
980	12381	239
981	12416	227
982	12449	215
983	12461	202
984	12472	189
985	12484	177
986	12497	164
987	12509	151
988	12520	139
989	12543	126
990	12555	114
991	12563	101
992	12580	88
993	12596	76
994	12613	63
995	12631	50
996	12644	38
997	12661	25
998	12675	12
999	12729	0
