iter	RMSE
755	7115.881361
756	7113.188809
757	7110.528248
758	7075.729333
759	7073.080883
760	7064.896341
761	7047.893719
762	7028.212889
763	7025.559521
764	7022.631801
765	7002.794065
766	7000.17171
767	6997.563261
768	6986.162297
769	6970.108236
770	6952.340285
771	6932.31486
772	6917.20757
773	6914.568183
774	6908.419837
775	6903.429493
776	6900.82555
777	6898.236213
778	6895.621718
779	6893.059892
780	6890.500423
781	6880.692427
782	6878.143326
783	6875.598863
784	6873.066544
785	6870.542571
786	6868.031579
787	6849.914193
788	6841.24412
789	6838.719214
790	6821.770994
791	6819.251048
792	6816.754988
793	6791.872418
794	6788.645128
795	6786.147767
796	6783.72206
797	6781.21448
798	6766.939006
799	6764.469096
800	6751.018691
801	6732.274088
802	6712.020088
803	6709.25298
804	6701.436653
805	6698.959782
806	6686.830581
807	6672.54782
808	6670.093707
809	6655.43005
810	6652.937903
811	6635.215945
812	6621.1947
813	6618.742297
814	6605.596298
815	6603.123234
816	6594.27258
817	6574.031303
818	6571.606591
819	6558.509001
820	6556.09293
821	6549.203307
822	6539.98516
823	6529.915412
824	6527.498642
825	6503.930608
826	6500.44661
827	6498.052985
828	6495.671767
829	6475.952993
830	6473.541737
831	6461.053666
832	6448.030322
833	6445.665331
834	6427.662483
835	6425.290705
836	6422.619495
837	6411.439075
838	6409.083669
839	6406.744113
840	6404.414275
841	6402.100837
842	6392.533092
843	6390.226575
844	6381.286776
845	6374.406327
846	6360.586325
847	6358.281878
848	6355.985633
849	6344.970376
850	6342.677661
851	6340.394978
852	6332.511806
853	6330.241024
854	6306.755767
855	6304.576025
856	6289.2572
857	6273.716352
858	6271.417711
859	6247.702217
860	6237.438864
861	6235.170488
862	6220.320923
863	6218.074517
864	6215.761568
865	6213.534012
866	6200.234221
867	6198.006592
868	6195.770155
869	6185.734483
870	6174.282511
871	6152.634303
872	6142.174398
873	6139.936625
874	6117.626621
875	6115.398665
876	6102.975711
877	6086.824366
878	6084.742261
879	6068.431707
880	6066.225043
881	6064.162332
882	6061.979404
883	6049.92945
884	6044.361761
885	6029.463981
886	6027.283566
887	6017.399935
888	5996.847766
889	5994.667665
890	5992.482492
891	5975.375213
892	5973.230684
893	5967.503428
894	5954.104569
895	5940.60992
896	5938.458083
897	5936.305867
898	5919.56238
899	5914.401429
900	5912.271941
901	5896.81698
902	5891.896894
903	5887.566144
904	5885.442992
905	5869.830986
906	5862.008468
907	5859.864901
908	5857.741039
909	5855.646338
910	5853.554603
911	5837.969357
912	5835.866028
913	5833.786081
914	5815.460004
915	5813.383451
916	5803.009652
917	5787.954439
918	5785.88905
919	5772.109572
920	5770.184919
921	5758.136298
922	5746.203038
923	5743.681482
924	5741.636561
925	5739.553365
926	5737.53184
927	5729.330149
928	5727.305548
929	5722.439937
930	5720.410078
931	5718.522861
932	5716.512029
933	5714.521593
934	5712.519136
935	5694.23689
936	5684.248358
937	5674.27711
938	5672.284933
939	5670.293634
940	5657.891043
941	5639.190098
942	5626.373756
943	5624.376861
944	5622.400954
945	5616.746491
946	5614.775083
947	5612.812437
948	5605.715991
949	5603.762098
950	5601.811474
951	5599.853234
952	5584.476477
953	5582.52477
954	5580.590845
955	5572.15833
956	5570.218693
957	5559.479972
958	5557.540535
959	5555.614195
960	5552.54109
961	5544.953351
962	5543.036936
963	5541.125991
964	5537.271742
965	5523.507439
966	5517.171832
967	5504.393573
968	5502.594879
969	5500.682466
970	5493.342848
971	5483.822196
972	5474.44966
973	5466.825251
974	5464.907831
975	5463.003124
976	5461.106386
977	5459.219179
978	5457.337478
979	5455.462385
980	5452.987117
981	5443.970028
982	5429.352124
983	5427.481062
984	5413.473757
985	5400.479981
986	5398.595573
987	5388.412104
988	5380.383128
989	5370.144642
990	5368.274917
991	5362.31028
992	5352.641059
993	5348.319487
994	5338.396702
995	5336.524226
996	5324.854875
997	5323.000902
998	5321.158631
999	5319.31082
