iter	Passed	Remaining
782	542692	150401
783	543301	149685
784	543926	148973
785	544492	148246
786	545054	147517
787	545627	146793
788	546195	146067
789	547005	145406
790	548236	144856
791	549020	144187
792	549615	143468
793	550206	142748
794	550836	142039
795	551395	141312
796	552130	140630
797	552756	139920
798	553348	139202
799	553940	138485
800	554521	137765
801	555077	137039
802	555634	136313
803	556188	135588
804	556941	134911
805	558242	134366
806	559130	133720
807	559832	133029
808	560434	132315
809	561011	131595
810	561571	130871
811	563065	130365
812	563669	129651
813	564268	128936
814	564858	128219
815	565424	127497
816	565983	126774
817	566547	126053
818	568082	125546
819	568845	124868
820	569569	124181
821	570153	123463
822	570716	122742
823	571307	122026
824	571927	121317
825	572531	120605
826	573120	119890
827	573753	119185
828	574316	118465
829	574878	117746
830	575437	117026
831	575989	116305
832	576546	115586
833	577283	114902
834	577990	114213
835	578622	113509
836	579209	112797
837	579820	112089
838	580394	111374
839	580972	110661
840	581527	109943
841	582241	109256
842	582946	108567
843	583535	107857
844	584133	107148
845	584724	106439
846	585285	105724
847	585846	105010
848	586407	104296
849	587069	103600
850	587673	102894
851	588350	102201
852	589094	101520
853	589870	100844
854	590518	100146
855	591170	99449
856	591845	98756
857	592713	98094
858	593414	97405
859	594063	96708
860	594654	96001
861	595229	95291
862	595789	94580
863	596430	93882
864	597111	93190
865	597847	92507
866	598558	91820
867	599188	91120
868	599826	90422
869	600419	89717
870	601008	89012
871	601581	88305
872	602333	87624
873	603036	86936
874	603662	86237
875	604257	85534
876	604838	84829
877	605399	84121
878	606018	83422
879	606808	82746
880	607720	82087
881	608323	81385
882	608914	80682
883	609476	79976
884	610031	79269
885	610607	78565
886	611191	77863
887	611800	77164
888	612414	76465
889	613007	75764
890	613603	75064
891	614174	74361
892	614734	73657
893	615292	72954
894	615855	72251
895	616429	71549
896	617048	70854
897	617759	70168
898	618550	69492
899	619124	68791
900	619699	68091
901	620253	67388
902	620816	66687
903	621388	65988
904	622444	65339
905	623556	64695
906	624172	64000
907	624765	63302
908	625357	62604
909	625921	61904
910	626493	61205
911	627135	60513
912	627740	59817
913	628340	59121
914	628940	58426
915	629508	57727
916	630068	57029
917	630627	56330
918	631203	55633
919	631807	54939
920	632421	54246
921	633020	53552
922	633607	52857
923	634180	52161
924	634741	51465
925	635341	50772
926	635897	50076
927	636487	49382
928	637146	48694
929	637740	48002
930	638563	47326
931	639174	46635
932	639754	45941
933	640310	45246
934	640888	44553
935	641452	43860
936	642115	43173
937	642709	42481
938	643303	41790
939	643906	41100
940	644473	40407
941	645031	39715
942	645599	39023
943	646158	38331
944	647000	37656
945	648371	37010
946	649114	36328
947	649726	35638
948	650298	34947
949	650886	34257
950	651451	33565
951	652948	32921
952	653586	32233
953	654191	31543
954	654797	30854
955	655369	30163
956	655933	29472
957	656516	28782
958	657170	28095
959	657769	27407
960	658378	26718
961	658960	26029
962	659518	25339
963	660084	24650
964	660648	23961
965	661226	23272
966	661846	22586
967	662443	21898
968	663081	21213
969	663668	20525
970	664225	19837
971	664783	19150
972	665340	18462
973	665901	17775
974	666475	17089
975	667805	16421
976	668545	15738
977	669339	15056
978	669932	14370
979	670495	13683
980	671074	12997
981	671675	12311
982	672319	11627
983	672917	10941
984	673516	10256
985	674094	9571
986	674655	8886
987	675211	8200
988	675781	7516
989	676363	6831
990	677386	6151
991	678112	5468
992	678733	4784
993	679328	4100
994	679891	3416
995	680451	2732
996	681033	2049
997	681603	1365
998	682324	683
999	682931	0
